ID,Dialogue_id,Utterance_id,Speaker,Sentence,Label
65,4,1,Jade,"Oh, you know, the usual, teaching aerobics, partying way too much.",1
66,4,2,Jade,"Oh, and in case you were wondering, those are my legs on the new James Bond poster.",0
67,4,3,Chandler,Can you hold on a moment? I have another call.  I love her.,0
68,4,4,Ross,I know.,0
69,4,5,Chandler,I'm back.,0
70,4,6,Jade,"So, are we gonna get together or what?",0
71,4,7,Chandler,"Um, absolutely. Uh, how 'bout tomorrow afternoon? Do you know uh, Central Perk in the Village, say, five-ish?",0
72,4,8,Jade,"Great, I'll see you then.",0
73,4,9,Chandler,Ok.  Ok. Having a phone has finally paid off.,1
74,4,10,Ross,"Even though you do do a good Bob impression, I'm thinkin' when she sees you tomorow, she's probably gonna realize, ""Hey, you're not Bob.""",0
75,4,11,Chandler,"I'm hoping that when Bob doesn't show up, she will seek comfort in the open arms of the wry stranger at the next table.",1
76,4,12,Ross,Oh my god. You are pure evil.,0
77,4,13,Chandler,"Ok, pure evil , horny and alone . I've done this",1
78,5,0,Ross,This is my wedding.,0
79,5,1,Monica,"All right, y'know what? We really are late! Let's go! Let's go! Let's go!!",1
80,5,2,Ross,Fine. You'll-you'll watch it on video when we get back.,0
81,5,3,Chandler,Here you go Phoebe! Here you go Phobo! Phewbedo! Phaybobo.,0
82,5,4,Phoebe,Thank you.,0
83,5,5,Phoebe,Thank you.,0
84,5,6,Ross,"All right, let's go! Bye, Pheebs!",0
85,5,7,Joey,"Bye, Pheebs!",0
86,5,8,Joey,London baby!!,0
87,5,9,Phoebe,"Oh, do you need a hug? You don't have to bring me anything!",1
88,6,0,Chandler,Hey!,0
89,6,1,Joey,Hey! So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time.,1
90,6,2,Chandler,"That's great, but shouldn't you be on the toilet right now?",1
91,6,3,Joey,What?!,0
92,6,4,Chandler,What's wrong with you?,0
93,6,5,Joey,Nothing!,0
94,6,6,Joey,"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven't been able to stand up since.",1
95,6,7,Joey,"But um, I don't think it's anything serious.",1
96,6,8,Chandler,This sounds like a hernia. You have toyou-you go to the doctor!,0
97,6,9,Joey,"No way! Kay look, if I have to go to the doctor for anything it's gonna be for this thing sticking out of my stomach!",1
98,6,10,Chandler,That's a hernia.,0
99,6,11,Joey,Why did I have to start working out again?  Damn you 15s!,1
100,7,0,Ross,Get Out!,0
101,7,1,Charlie,"Ross, can I talk to you for a minute?",0
102,7,2,Ross,"Yes, please!  So, what's going on?",1
103,7,3,Charlie,"Uh, well... Joey and I broke up.",0
104,7,4,Ross,"Oh my God, wh-what happened?",0
105,7,5,Charlie,"Joey is a great guy, but we're just... so different! I mean, during your speech he kept laughing at homo erectus!",0
106,7,6,Ross,I knew that was him!,1
107,7,7,Charlie,"Anyway I just, uh, I think it's for the best.",0
108,7,8,Ross,"Hey, you ok?",0
109,7,9,Charlie,I guess.,0
110,7,10,Charlie,There was hum...  there was another reason that I thought it was time to end it with Joey.,0
111,7,11,Charlie,I started to realize that I was having feelings for someone  else.,0
112,7,12,Paleontologist,"Ok Geller. Last day of the conference, you know what happens to the keynote speaker.",0
113,7,13,Ross,"Oh, professor Clerk we're kind of in the middle of a conversation, here.",0
114,7,14,Charlie,"Yeah, can you guys just throw him in the pool later?",0
115,7,15,Professore Clerk,Or we could throw you both in,1
116,7,16,Ross,"Ok, gentlemen!",0
117,7,17,Ross,Please!,0
118,7,18,Ross,Aren't we a little old for this?,0
119,7,19,Ross,"I mean, we're scientists, right?",0
120,7,20,Ross,We're academics.,0
121,7,21,Ross,And most importantly I... you-you will have to catch us first.,1
122,7,22,Ross,"GO, GO, GO!",1
123,8,0,Joey,"Okay, see that blind guy right there? I'm gonna bash his head in later.",0
124,8,1,Joey,"Oh umm, my big scene is coming up. Big scene coming up.",0
125,8,2,Chandler,"If you said, ""Big lima bean, bubbling up."" Would she understand the difference?",1
126,8,3,Monica,Rach? What are you doing?,0
127,8,4,Rachel,"Oh boy, I just can't watch. It's too scary!",1
128,8,5,Monica,It's a diaper commercial.,0
129,8,6,Rachel,"Oh yeah well, you know me, babies, responsibilities, ahhh!!!",0
130,8,7,Caitlin,Pizza delivery!,0
131,8,8,Ross,I'll get it! I will get that!,1
132,8,9,Caitlin,Hi!,0
133,8,10,Ross,Hi!,0
134,9,0,Ross,"Hey, you wanna get something to eat or uh, do you wanna see how long we can throw this ball back and forth? Huh?",0
135,9,1,Joey,"Uhh, the ball thing.",0
136,9,2,Ross,Yeah?,0
137,9,3,Joey,"Hey Ross, wouldn't it be great if we could go two straight hours without dropping it?!",0
138,9,4,Ross,"Uhh,",0
139,9,5,Joey,Okay!,0
140,9,6,Joey,Uh-oh.,0
141,9,7,Ross,What?,0
142,9,8,Joey,I have to pee. And Rachel's in the bathroom!,1
143,9,9,Joey,"Man, I didn't think we were gonna make it!",1
144,9,10,Ross,"I know!  Don't switch hands, okay?",1
145,10,0,Rachel,How did it go with Erin?,0
146,10,1,Joey,"Oh, unbelievable! We had the best time!",0
147,10,2,Phoebe,"Yay!! Oh so, you're not, you're not mad at us anymore?",0
148,10,3,Joey,No!,0
149,10,4,Joey,No!,0
150,10,5,Joey,No!,0
151,10,6,Joey,You guys were totally right!,0
152,10,7,Joey,This is so much better than the first time we went out.,0
153,10,8,Joey,Y'know?,0
154,10,9,Joey,"That was so awkward, we were really nervous.",0
155,10,10,Phoebe,Didn't you sleep together?,1
156,10,11,Joey,"Yeah, that really calms me down.",0
157,10,12,Joey,And!,0
158,10,13,Joey,We have so much in common!,0
159,10,14,Joey,"She loves sandwiches, sports, although she is a Met fan, not much of an issue now but if we were ever to have kids, well that's a",1
160,10,15,Rachel,"Oh my God! Listen to you talkin' about having kids. Oh my Joey.  Oh, please don't get married before I do.",1
161,10,16,Joey,Okay.,0
162,11,0,Monica,How does she do that?,0
163,11,1,Ross,I cannot sleep in a public place.,1
164,11,2,Monica,Would you look at her? She is so peaceful.,0
165,11,3,Phoebe,Oh! What what what! ...Hi.,0
166,11,4,Ross,"It's okay, y'know, you just nodded off again.",0
167,11,5,Monica,What's going on with you?,0
168,11,6,Phoebe,I got no sleep last night!,0
169,11,7,Ross,Why?,0
170,11,8,Phoebe,"My grandmother has this new boyfriend, and they're both kind of insecure in bed.",1
171,11,9,Phoebe,"Oh, and deaf.",1
172,11,10,Phoebe,"So they're constantly, like, having to reassure each other that they're having a good time.",0
173,11,11,Phoebe,You have no idea how loud they are!,1
174,11,12,Monica,"Well, if you want, you can stay with Rachel and me tonight.",0
175,11,13,Phoebe,Thanks.,0
176,12,0,Monica,"Are you insane? I mean Joey, is going to kill you, he's actually going to kill you dead.",0
177,12,1,Chandler,Okay! You don't think I thought of that?,0
178,12,2,Phoebe,How can you not know which one?,0
179,12,3,Rachel,I mean that's unbelievable.,0
180,12,4,Monica,"I mean, was it Gina?",0
181,12,5,Ross,Which one is Gina?,0
182,12,6,Rachel,"Dark, big hair, with the airplane earrings.",0
183,12,7,Monica,"No, no, no, that's Dina.",0
184,12,8,Chandler,"You see you can't tell which one is which either, dwha!!",1
185,13,0,Rachel,"I don't know, you thought See you Saturday' was funny.",1
186,13,1,Rachel,"Look honey, Mark is in fashion okay, I like having a friend that I can share this stuff with.",0
187,13,2,Rachel,You guys would never want to go to a lecture with me.,0
188,13,3,Ross,Pa-haa!! I would love to go with you.,0
189,13,4,Rachel,Really!?,0
190,13,5,Ross,"Yeah, hey I-I have clothes, I even pick them out.",0
191,13,6,Ross,"I mean for, for all you know I could be a fashion..... monger.",1
192,13,7,Rachel,"Okay. Honey, I would love for you to go with me.  What?",0
193,13,8,Ross,"What should I wear, now I'm all nervous.",1
194,14,0,Mr. Treeger,": I know, we did it!! Hey, that was incredible, huh?!",0
195,14,1,Joey,"I know, it was amazing! I mean, we totally nailed it, it was beautiful.",0
196,14,2,Mr. Treeger,": Thank you, listen, thanks a lot Tribbiani, . Oh my God, look at the time, I gotta catch the bus to the ball.",0
197,14,3,Joey,"Oh well, okay, good luck.",0
198,14,4,Mr. Treeger,: Yeah.,0
199,14,5,Joey,Unless you wanna practice the Foxtrot again? Or-or the Tango?,1
200,14,6,Mr. Treeger,": Ahh, thanks but no. You see I-I think I'm ready to dance with girls.",1
201,14,7,Joey,Okay.,0
202,14,8,Mr. Treeger,: Yeah.,0
203,14,9,Joey,Go get em Treeger.,0
204,14,10,Mr. Treeger,": Right.  Hey, ahh, you wanna come? Marge has a girlfriend.",0
205,14,11,Joey,Really?,0
206,14,12,Mr. Treeger,": Yeah, you could dance real good with her, she's the same size as me.",0
207,14,13,Joey,"No, I'm good.",0
208,15,0,Ross,"Oh God, this is so nerve wracking! How-how do you do this?",0
209,15,1,Joey,"Well, unfortunately, I don't get many callbacks so",1
210,15,2,Carol,Is it a good sign that they asked us to hang around after the audition?,0
211,15,3,Joey,Who knows?,1
212,15,4,The Casting Director,"Okay uh, we have narrowed it down to Raymond, Ben, Kyle, and Joey. The rest of you, thank you very much.",0
213,15,5,Ross,Yes!! I knew it!!  Bye-bye! So long! Later!,1
214,15,6,Joey,Oh this is great! I might actually get to play Ben's dad!,0
215,15,7,Ross,Yeah!,0
216,15,8,The Casting Director,"Actually, that can't happen.",0
217,15,9,The Casting Director,"Yeah because you all have such different looks, we're putting you with Raymond and Kyle with Ben.",0
218,15,10,The Casting Director,So it'll be either you two  or you two.,0
219,15,11,Joey,"Man, this is gonna be kinda weird.",0
220,15,12,Ross,"Yeah, it is.",0
221,15,13,Ross,"No, we-we're gonna be like best friends, that's why it's gonna be weird.",0
222,16,0,Ross,Please!,0
223,16,1,Ross,Are you kidding?,0
224,16,2,Ross,"I-I hurt three huge men, I gave a guy a bloody noseI mean I-I'm not proud of it but, I really am.",0
225,16,3,Ross,"And it's all because of you, wonderful, amazing you.",0
226,16,4,Emily,I think you've got concussion.,0
227,16,5,Ross,"No, no, I'm serious. Thank you.",0
228,16,6,Emily,You're welcome.  I'm sorry. Did I hurt you?,0
229,16,7,Ross,"It's worth the pain.  Y'know what, you know what? It's not.",0
230,17,0,Elizabeth,"This is my father, Paul Stevens. Dad, this is Ross Geller.",0
231,17,1,Ross,It-it's great to meet you Paul.,0
232,17,2,Paul,I usually prefer Elizabeth's boyfriends to address me as Mr. Stevens.,1
233,17,3,Ross,"Of course, of course, Mr. Stevens.",0
234,17,4,Paul,"So Ross, what your problem?",1
235,17,5,Ross,Eh-whExcuse me?,0
236,17,6,Paul,Why can't you get a girlfriend your own age?,1
237,17,7,Ross,That's funny. Umm.  It's not funny.,0
238,17,8,Paul,I,0
239,17,9,Ross,Okay.,0
240,17,10,Ross,"I can, I can see that.",0
241,17,11,Ross,"Umm, but I think if you give me umm, one chance I can, I can change your mind.",0
242,17,12,Paul,Okay.,0
243,17,13,Ross,What?,0
244,17,14,Paul,Okay. I'll give you one chance to change my mind.  You got one minute.,1
245,17,15,Elizabeth,Daddy!,0
246,18,0,Joey and Chandler,Ooooohh!,0
247,18,1,Phoebe,"Oh yeah, I'm sure.  And all of a sudden his hands weren't the problem anymore.",1
248,18,2,Monica,Was it...?,0
249,18,3,Phoebe,"Oh, boy scouts could have camped under there.",1
250,18,4,Rachel,"""Ooo,"" what?",0
251,18,5,Phoebe,Uma Thurman.,0
252,18,6,Monica,Oh!,0
253,18,7,Ross,The actress!,0
254,18,8,Ross,Thanks Rach.,0
255,18,9,Chandler,So what are you gonna do?,0
256,18,10,Ross,You have to tell her!,0
257,18,11,Ross,You have to tell her!,0
258,18,12,Ross,"It's your moral obligation, as a friend, as a woman, I think it's a feminist issue!",0
259,18,13,Ross,Guys?,0
260,18,14,Ross,Guys?,0
261,18,15,Chandler,"Oh, yeah, you have to tell her.",0
262,18,16,Joey,Feminist issue. That's where I went!,1
263,18,17,Phoebe,She is gonna hate me.,0
264,18,18,Ross,"Yeah, well...",0
265,19,0,Chandler,Will you marry me?,0
266,19,1,Joey,It's the big night! We wanted to wish you good luck!,0
267,19,2,Ross,"Yeah, yeah you have the ring?",0
268,19,3,Chandler,"Yeah, right here in my pocket.  Pheebs?",0
269,19,4,Phoebe,Oh! Oop!,0
270,19,5,Chandler,"Okay, now will you guys get out of here? I want this is to be a surprise and she's gonna know.",0
271,19,6,Ross,Yeah-yeah you guys. Get out of here!,0
272,19,7,Monica,Hi guys.,0
273,19,8,Chandler,You are beautiful.,0
274,19,9,Monica,"Oh, thank you!   What's going on?",0
275,19,10,Rachel,We're just reallyvery excited about this charity event that we have to go to.,1
276,20,0,Rachel,"Okay umm, Ross?",0
277,20,1,Rachel,"I'm-I'm really warm, so I'm going to be taking off my sweater.",0
278,20,2,Rachel,"Now, I'm just letting you know that this is",0
279,20,3,Ross,Yep! That's hilarious!,0
280,20,4,Rachel,I'm sorry. I'm done. I'm done.,0
281,20,5,Ross,"Y'know, last night was embarrassing for you too.",0
282,20,6,Rachel,"No, not really. I mean you've seen me naked hundreds of times.",0
283,20,7,Ross,Uh-huh. But it was a first for the rest of my building.,0
284,20,8,Rachel,"Okay. All right, that's true! But y'know I just don't embarrass that easily.",0
285,20,9,Ross,What?! You totally get embarrassed!,0
286,20,10,Rachel,"No, I don't! Ross, I think I'm just a more secure person than you are.",0
287,20,11,Ross,Is that so?,0
288,20,12,Rachel,Yeah.,0
289,20,13,Ross,Hey lady! I don't care how much you want it! Okay?! I am,1
290,21,0,Monica,You kissed another woman!,0
291,21,1,Chandler,Call it even?!,0
292,21,2,Monica,Okay!,0
293,21,3,Ross,"Well, I'm gonna go get these  in some water.",0
294,21,4,Phoebe,Wait you stole those from these people's wedding?,0
295,21,5,Ross,"No-no, I took them from the hotel lobby.",0
296,21,6,Ross,"Yeah, they think they can charge me for some dirty movie and a bag of Mashuga nuts, they got another think coming.",1
297,21,7,Ross,Hey!,0
298,21,8,Ross,My sweater!,0
299,21,9,Ross,I've been looking for this for like a month!,0
300,21,10,Phoebe,Oh my God!!,0
301,21,11,Joey,Oh my God!,0
302,22,0,Kate,Happy?! Is that what I'm supposed to be Vic? Happy?,0
303,22,1,Joey,"Well, why don't you tell me what you're supposed to be!",0
304,22,2,Joey,Huh?,0
305,22,3,Joey,Because I sure as hell can't figure it out!,0
306,22,4,Joey,I talk to you and nothin'.,0
307,22,5,Joey,"You look at me, and it's nothin'.",0
308,22,6,Joey,Nothing.,0
309,22,7,The Director,"Tasty! I'm really starting to feel like you guys have a history, it's-it's nice.",1
310,22,8,Kate,I have a question about this scene.,0
311,22,9,The Director,Yes?,0
312,22,10,Kate,"Well, I don't understand why Adrienne's attracted to Victor.",0
313,22,11,The Director,"Peel the onion. First of all, he's good looking.",1
314,22,12,Joey,Yeah.,0
315,22,13,Kate,I think my character's gonna need a little bit more of reason than that.,0
316,22,14,Joey,"Oh, hey, how about this one.",0
317,22,15,Joey,"Ah, it's says so in the script!",1
318,22,16,Joey,"Y'know ah, I-I don't know why my character likes you either, I mean it says in the script here that you're a bitch.",1
319,22,17,Kate,It doesn't say that in the script.,0
320,22,18,Joey,It does in mine!,0
321,23,0,Phoebe,I can't,0
322,23,1,Joey,Yeah! You gotta tell a girl before you tape her. Such a rookie mistake.,1
323,23,2,Chandler,Y'know who has a great video camera?,0
324,23,3,Phoebe,Greg and Jenny?,1
325,23,4,Monica,Do you still wanna call em? I wanna call em.,0
326,23,5,Chandler,Let's call em.,0
327,23,6,Joey,Yeah! Ask them if they brought their friends any souvenirs!,0
328,23,7,Monica,Hello?  Eighth street deli?,0
329,23,8,Joey,"Hey, hang up! You get food poisoning just talkin' to that place.",1
330,23,9,Monica,"Uh sorry, wrong number.",0
331,23,10,Chandler,Here you go.,0
332,23,11,Monica,Hello?   It's the deli again!,0
333,23,12,Joey,All right! I'll have a sandwich!,1
334,23,13,Monica,I don't think this number's right!,0
335,23,14,Rachel,Oh come on!!,0
336,24,0,Mr. Tribbiani,"Gotta go. I miss you too, I love you, but it's getting real late now",0
337,24,1,Joey,"Hey Ma. Listen, I made the appointment with Dr. Bazida, and... Excuse me?  Did you know this isn't Ma?",0
338,24,2,Mr. Tribbiani,Her name's Ronni. She's a pet mortician.,0
339,24,3,Joey,Sure. So how long you been...,0
340,24,4,Mr. Tribbiani,"Remember when you were a little kid, I used to take you to the navy yard and show you the big ships?",0
341,24,5,Joey,Since then?!,0
342,24,6,Mr. Tribbiani,"No, it's only been six years.",0
343,24,7,Mr. Tribbiani,I just wanted to put a nice memory in your head so you'd know that I wasn't always such a terrible guy.,1
344,24,8,Mr. Tribbiani,...Joe.,0
345,24,9,Mr. Tribbiani,Y'ever been in love?,0
346,24,10,Joey,...I d'know.,0
347,24,11,Mr. Tribbiani,Then y'haven't. You're burning your tomatoes.,0
348,24,12,Joey,You're one to talk.,0
349,24,13,Mr. Tribbiani,"Joe, your dad's in love big time. And the worst part of it is, it's with two different women.",0
350,24,14,Joey,Oh man. Please tell me one of 'em is Ma.,1
351,24,15,Mr. Tribbiani,"Of course, course one of 'em's Ma. What's the matter with you.",0
352,25,0,Monica,Because we won our apartment back!,0
353,25,1,Joey,"What? Ace is high! Jack, queen, king, ace!",0
354,25,2,Monica,"No! Ace is low! Ace, two, three, four!",0
355,25,3,Phoebe,I don't know. Ooh! Ooh! Look it!  Ah-ha!,1
356,25,4,Rachel,"All right, cut, let's pick again, pick again.",0
357,25,5,Joey,Okay.,0
358,25,6,Rachel,Come on apartment! Come on apartment!  Oh! I know queen is high!,0
359,25,7,Joey,"Uh-huh, not as high as It worked! King!",1
360,25,8,Chandler,Yeah baby!,0
361,25,9,Monica,"But, we pick again! We pick again!",0
362,25,10,Joey,Why?!,0
363,25,11,Monica,I don't know!,0
364,25,12,Chandler,Tickets please!  That's courtside baby!,0
365,25,13,Joey,"Seriously, good game though. Good game.   What are they so mad about? They get the apartment back!",0
366,25,14,Chandler,No they didn't!,0
367,26,0,Ross,"Well, not really.",0
368,26,1,Ross,"I mean technically it's-it's not against the rules or anything, but it is frowned upon.",0
369,26,2,Ross,"Especially by that professor we ran into last night, Judgey von Holierthanthou.",0
370,26,3,Monica,"Well Ross, you be careful now. You don't want to get a reputation as y'know Professor McNailshisstudents.",1
371,26,4,Ross,Yeah. What-what should I do?,0
372,26,5,Joey,"Well Ross, it seems pretty clear.",0
373,26,6,Joey,I mean what's more important?,0
374,26,7,Joey,"What people think or how you feel, huh?",0
375,26,8,Joey,"Ross, you gotta follow your heart.",0
376,26,9,Monica,Joey that is so sweet.,0
377,26,10,Chandler,Hey.,0
378,26,11,Joey,"Hey-hey-hey! So, how did it go with Dana? Any reason I should leave a block of time open say Thursday?",0
379,26,12,Chandler,I couldn't do it.,0
380,26,13,Joey,You couldn't do it?!,0
381,26,14,Chandler,"Hey, relax I just need more time. We're going to dinner tonight.",0
382,26,15,Monica,What?! You're going out with her again!,0
383,26,16,Ross,Going out with who?,0
384,26,17,Chandler,"Uh, Dana Keystone from college.",0
385,26,18,Ross,Oh yeah! Wasn't she uh,0
386,26,19,Chandler,"No, that was Dana Caplin.",0
387,26,20,Monica,Joey! You didn't even know her!,0
388,26,21,Joey,Ah whatever!,1
389,27,0,Joey,"Morning! Hey, how's my favorite genius and my little robot buddy?!",0
390,27,1,Wayne,Don't touch him!,1
391,27,2,Joey,Okay!,0
392,27,3,Joey,All right.,0
393,27,4,Joey,"Umm, all right Wayne, level with me.",0
394,27,5,Joey,I-I keep hearing all these rumors that I might get fired.,0
395,27,6,Joey,"Okay, they even have actors coming in to read for my part!",0
396,27,7,Joey,"Come on man, you-you got to give me a second chance!",0
397,27,8,Joey,"I mean, I love-I love this little guy!",1
398,27,9,Joey,Ah-ah!!,0
399,27,10,Joey,"Okay, that's why you didn't want me to touch him right?",1
400,27,11,Joey,Here you go!,0
401,27,12,Joey,Okay?,0
402,27,13,Joey,Stupid!,0
403,27,14,Joey,I can't believe it!,0
404,27,15,Joey,God!,0
405,27,16,Joey,"Hey, how you doin'?",1
406,28,0,Ross,Hey.,0
407,28,1,Rachel,"Hi. Look um, about what happened earlier...",0
408,28,2,Ross,"No, hey, well, I-I completely understand. You were, you were stressed.",0
409,28,3,Rachel,I was gonna give you a chance to apologise to me.,0
410,28,4,Ross,For what? For letting you throw me out of your office?,0
411,28,5,Rachel,You had no,0
412,28,6,Ross,"Yeah, well excuse me for wanting to be with my girlfriend on our anniversary, boy what an ass am I.",1
413,28,7,Rachel,"But I told you, I didn't have the time!",0
414,28,8,Ross,"Yeah, well you never have the time. I mean, I don't feel like I even have a girlfriend anymore, Rachel.",0
415,28,9,Rachel,"Wh, Ross what do you want from me?",0
416,28,10,Rachel,"You want me, you want me to quit my job so you can feel like you have a girlfriend?",1
417,29,0,Monica,I know.,0
418,29,1,Phoebe,"Ooh, I have to tell you something.",0
419,29,2,Monica,What?,0
420,29,3,Phoebe,But I can't tell you.,0
421,29,4,Monica,"Okay, but wouldn't it be easier if you had to tell me something that you could tell me.",0
422,29,5,Phoebe,"Well, sure in a perfect world. But, no, I promised I wouldn't tell, and I swore to like all my gods.",0
423,29,6,Monica,Okay. Does it have to do with Ross and Rachel?,0
424,29,7,Phoebe,No.,0
425,29,8,Monica,Does it have to do with Joey?,0
426,29,9,Phoebe,No.,0
427,29,10,Monica,Does it have to do with-with Chandler and that sock that he keeps by his bed?,0
428,29,11,Phoebe,"No, but let's come back to that later!",1
429,30,0,Richard,Hi!,0
430,30,1,Monica,Richard!,0
431,30,2,Richard,"Actually, I'm not here to complement the chef.",0
432,30,3,Monica,"Ohh Oh, that's okay I hate when people come back to complement the chef.",0
433,30,4,Monica,Like I have nothing better to do!,1
434,30,5,Monica,So what's up?,0
435,30,6,Richard,"Well, it was great seeing you the other night.",0
436,30,7,Monica,"Oh, good to see you too. Did you come down here to tell me that?",0
437,30,8,Richard,No! I came here to tell you something else.  I came here  to tell you I still love you.,0
438,31,0,Joey,"One pregnant woman at a time, please! I just want you to be okay.",0
439,31,1,Rachel,So forcing her to marry Bobby is gonna make that happen?,0
440,31,2,Joey,"Maybe!  Well! Wellso-so uh, what kind of music does Numb NutsOh forget it! I can't!",1
441,31,3,Dina,"Joey, I am scared to death about this.",0
442,31,4,Dina,"But I really think I can do it, I'm just gonna need some help.",0
443,31,5,Dina,And Bobby's gonna be here the whole time.,0
444,31,6,Bobby,"You bet I am!  And to answer your earlier question, we're straight-up gangster rap.",1
445,31,7,Dina,"Look, Rachel's told me how much easier you've made all this on her. Why can't you do that for me?",0
446,31,8,Joey,Because! Cause Cause you're my baby sister!,0
447,31,9,Dina,And you're my big brother!,0
448,31,10,Dina,"I mean, you're my favorite guy in the whole world.",0
449,31,11,Dina,I'm not even scared to tell mom and dad.,0
450,31,12,Dina,I was scared of telling you.,0
451,31,13,Joey,"Well I'd be scared of them, but all right.",1
452,31,14,Dina,"Joey, I can't stand the thought of having this baby with you mad at me.",0
453,31,15,Dina,I want him to have his uncle.,0
454,31,16,Dina,Is my baby gonna have his Uncle Joey?,0
455,31,17,Joey,Of course he's gonna have his Uncle Joey!,1
456,31,18,Dina,"We're gonna be all right. I mean, even if we're not married this baby is gonna be so loved. Not just by us.",0
457,31,19,Joey,That's right! By his uncle too!,0
458,31,20,Bobby,And by you.,1
459,31,21,Rachel,"Okay Bobby, why don't we just come over here and let them have a little moment.",0
460,31,22,Joey,Come here!,0
461,31,23,Rachel,No! Seriously! What's wrong with you?!,1
462,32,0,Danny,I had a really nice time tonight.,0
463,32,1,Rachel,So did I. I'm really glad Monica asked us out.,0
464,32,2,Danny,"I'd love to ask you in, but uh, my sister's visiting and I think she's asleep on the couch.",0
465,32,3,Rachel,You're sister? You're sister's asleep on the couch?  Ohhh! I saw,0
466,32,4,Danny,"Oh hey, great, you're up. Rachel, this is my sister Krista. Krista, this is Rachel.",0
467,32,5,Rachel,Hi!,0
468,32,6,Krista,"Nice to meet you. I wish you'd told me we were having company, I'd fix myself up!",0
469,32,7,Danny,Like it would help.,0
470,32,8,Krista,You are so bad!,1
471,32,9,Danny,You are!,0
472,32,10,Krista,You are!,0
473,32,11,Danny,You are!,0
474,32,12,Krista,You are!,0
475,32,13,Danny,You are!,0
476,32,14,Krista,You are!,0
477,32,15,Danny,You are so dead! I'm gonna get you.,1
478,32,16,Rachel,"Uh, it was very nice meeting you.",0
479,33,0,Phoebe,Personal shopping? What is that? Like where you walk around with snooty rich people and tell them what to buy?,0
