ID,Dialogue_id,Utterance_id,Speaker,Sentence,Label
93,2,20,季春生,不是说就那儿管饭呗，谁知道天下乌鸦一般黑呀。,0
94,2,21,志新,那你也应该打折自己一条腿再去呀,1
95,2,22,季春生,眼看着自己的科研成果得不到重视不能转化为生产力，无法为四化服务,0
96,2,23,季春生,我这心呐，心如刀绞。,1
97,2,24,志新,您捂的这是肚子，饿了吧炸酱面一会儿就得可没你的份儿,1
98,2,25,和平,春生儿，坚强起来把你那科学发明跟我们说说，,0
99,2,26,季春生,这个，也不要细说了吧？,0
100,2,27,和平,说说吧？你跟我们说说我们好知道打哪儿帮你使劲啊。,0
101,2,28,志新,对对对，说说，说说,0
102,2,29,季春生,二位懂数理化吗，最初等的那种,0
103,2,30,和平,呦，一窍不通让四人帮起根儿上给耽误啦。,0
104,2,31,季春生,这就好办了。,1
105,2,32,志新,怎么叫好办了？,0
106,2,33,季春生,你想想，一点不懂你们我从头给你讲，这不就好办了吗？,0
107,2,34,季春生,真的一点不懂？,0
108,2,35,和平,真的,0
109,2,36,季春生,这我就放心了我就不讲太深啦，啊？,0
110,2,37,季春生,听说过五大发明吗？,0
111,2,38,和平,听说过！小学老师就讲过，是四大发明，,1
112,2,39,季春生,加上我这个，不就五大发明吗？,0
113,2,40,季春生,我这发明的重要性我都不好意思说简直就是改写了我中华民族的命运和世界文明的轨道晚一天推广都是对整个人类的犯罪啊,1
114,2,41,和平,哟你到底发明什么啦？,0
115,2,42,季春生,一种新能源，取之不尽用之不竭一场能源革命啊,0
116,2,43,季春生,我的名字将并列于瓦特，牛顿，爱迪生之后而毫不逊色下届诺贝尔奖，舍我----其谁哉？！,1
117,2,44,季春生,你就等着在电视里看我领奖的镜头还是在黄金时间实况转播。,0
118,2,45,和平,呦，你这新能源是什么呀,0
119,2,46,季春生,水。普普通通的水,1
120,2,47,季春生,大姐你知道水是由什么组成的吗,0
121,2,48,季春生,两个氢原子和一个氧原子而氢和氧，是可以燃烧的,0
122,2,49,和平,对。这中学老师就讲过这个。得电解以后吧得，,0
123,2,50,季春生,我这发明绝就绝在不用电解，直接燃烧啊。要在桶水里点上几滴我研制那个水基燃料母液用筷子搅和搅和，啊。划根火柴往里一扔，噗的一声火，半米多高，火苗子蹭蹭的一桶水，烧光了为止,0
124,2,51,季春生,注意啊，用铁桶，木桶就烧没了,1
125,2,52,和平,呦，这是水吗？这是汽油吧？,1
126,2,53,季春生,这就叫点水成油。,0
127,2,54,季春生,啊，在这水里点上几滴我这母液,0
128,2,55,和平,呦，那您这母液得特别贵吧得？,0
129,2,56,季春生,真不贵！一间厂房，一台设备每二十二分钟就生产一吨，相当于十来万吨油吧,0
130,2,57,志新,你等会儿，等会儿那您要是再添上几台设备您这一天的石油产量比得上整个沙特阿拉伯了吧？,0
131,2,58,季春生,反正和世界石油输出国组织的产量差不多省着点儿也够全世界人民用了,1
132,2,59,和平,呦，那咱这儿还费劲吧力的奔什么小康啊,0
133,2,60,和平,就让您一人儿受点累咱就能一下子赶上世界先进发达国家了不是？,1
134,2,61,和平,不过水要是这么使得那水该不够使了吧得。,0
135,2,62,季春生,海水我也能点这五大洲四大洋这水那么多大姐您放心吧。,0
136,2,63,志新,赶紧给国务院挂电话能源问题春生儿一个人全解决了,0
137,2,64,志新,这三峡工程塔里木油田大亚湾核电站就赶紧的下马啦还有五年计划又得修改啊,1
138,2,65,志新,别说提高百分之八到九了就是提高百分之八万到九万我看也行,0
139,2,66,志新,而且全国人民还什么都不用干了春生一个人单练就齐了,1
140,2,67,季春生,耶耶耶，还是众人拾柴火焰高我怎么也得找三五个打 打下手吧,1
141,2,68,志新,你给我呆着吧你你当我们是傻子呐,0
142,2,69,志新,这一段没人把你当骗子抓起来，算你走运！,0
143,2,70,和平,我听着也是够玄乎的要真有这发明国家能不重视吗？,0
144,2,71,志新,你别说国家重视啦，世界都得轰动啊你还能活到今儿个？那些石油大国早派人把他杀啦你不是砸人饭碗吗,0
145,2,72,志新,得了，我也不杀你，派出所,1
146,2,73,季春生,唉唉，派出所不去！那儿不去不去，,0
147,2,74,志新,除非你今儿把实话说出来,0
148,2,75,和平,春生儿，我们可待你不薄还不向组织交心？,0
149,2,76,季春生,我不是隐瞒不说我是怕说出来，你们不信,0
150,2,77,志新,不是，您兹要是不再说自个儿能改变世界命运说什么我们都信,0
151,2,78,和平,唉！,0
152,2,79,季春生,那你们，千万要给我保密不然，又给我推入那火坑了,0
153,2,80,季春生,我，是一逃犯。,0
154,3,0,圆圆,我知道了妈,0
155,3,1,圆圆,问爷爷好,0
156,3,2,傅明,好好好,0
157,3,3,圆圆,问爸爸好,0
158,3,4,圆圆,问小桂阿姨好,0
159,3,5,保姆小桂,俺也很好,0
160,3,6,圆圆,问大壮他妈好,0
161,3,7,小芳大妈,唉 我问她好问她好啊,1
162,3,8,圆圆,妈 妈,0
163,3,9,小芳大妈,你看看你妈 还惦记我呢,1
164,3,10,圆圆,没错儿 她特惦记您,0
165,3,11,圆圆,说了 您要不走她就不回来,0
166,3,12,小芳大妈,她回回呗 俺又不碍她的事,0
167,3,13,圆圆,她回来干嘛呀,0
168,3,14,圆圆,没听说过吗 一山不容二虎,1
169,3,15,傅明,是啊,0
170,3,16,傅明,你妈还有个地方去躲清静,0
171,3,17,傅明,我呢 想躲都没地方去,1
172,3,18,圆圆,爷爷到如今呢我也顾不了您了,0
173,3,19,圆圆,您也别恕我心狠,0
174,3,20,圆圆,我得去我姥姥家找我妈去,0
175,3,21,傅明,唉 你姥姥那个人呐,0
176,3,22,傅明,实在不行我也去,1
177,3,23,保姆小桂,要走都走 那把俺也带上,0
178,3,24,大壮,唉 那妹子 俺也跟你一起去呗,0
179,3,25,圆圆,你去算怎么回事儿啊,0
180,3,26,圆圆,你不有妈么,0
181,3,27,志国,唉 你们不能剩我一人儿啊,0
182,3,28,圆圆,不剩您一人 还有小芳大妈呢,1
183,3,29,志国,那还不如剩我一人儿呢,1
184,3,30,傅明,都是你自己惹的麻烦不剩你剩谁,1
185,3,31,志国,我惹谁了我,0
186,3,32,志国,小芳你看见了吧,0
187,3,33,志国,好好的一家人眼瞅着就毁你手里了,0
188,3,34,志国,你这样做 是要遭报应的,0
189,3,35,小芳大妈,俺不怕,0
190,3,36,小芳大妈,只要是你把大壮认下来你咋报怨俺 俺都不怕,0
191,3,37,志国,不是报怨是报应,0
192,3,38,志国,天打五雷轰,0
193,3,39,小芳大妈,嗳 你自己的孩子你都不认你不怕天打五雷轰啊你,0
194,3,40,志国,我自己的孩子,0
195,3,41,志国,他要是我自己的孩子我能不认么我,0
196,3,42,志国,崔秀芳同志 咱们这么着啊,0
197,3,43,志国,我也甭赖你 你也甭赖我咱们找地方说理去好不好,0
198,3,44,小芳大妈,找地方,0
199,3,45,小芳大妈,啥地方管这事儿,0
200,3,46,傅明,很多嘛,0
201,3,47,傅明,工检法 工青妇报纸杂志电视台,1
202,3,48,小芳大妈,那里边都城里面人开的都向着你们城里面人,0
203,3,49,傅明,小芳你这样说话就不好了嘛,0
204,3,50,傅明,城里人乡下人大家都是一家人么,1
205,3,51,小芳大妈,要我说呢 可不一家人嘛,0
206,3,52,小芳大妈,要不怎么能大老远带着孩子来找你们呢,0
207,3,53,小芳大妈,可不就一家人么,1
208,3,54,志国,谁跟你,0
209,3,55,志国,好好好啊,0
210,3,56,志国,你不是谁都不信么你总得相信科学吧 是吧,0
211,3,57,志国,我呢也豁出去丢人现眼了我这就带大壮做亲子鉴定去,0
212,3,58,小芳大妈,唉 鉴啥定啊,0
213,3,59,志国,验血 化验一验就全明白了,0
214,3,60,小芳大妈,这玩意儿还真能验出来啥的,0
215,3,61,志国,那不能验出来,0
216,3,62,志国,你说谁是谁那还有王法么那个,0
217,3,63,傅明,我看这个办法好,0
218,3,64,傅明,等搞清楚了我自然会出来主持公道,1
219,3,65,大壮,对呀娘 那就这么地呗俺跟俺爹去,0
220,3,66,大壮,怕啥呀反正真金不怕火炼真儿不怕化验 是不,1
221,3,67,志国,走走,0
222,3,68,小芳大妈,孩子,0
223,3,69,小芳大妈,你知道个啥呀你知道你啥都不知道 你呀,1
224,3,70,大壮,娘,0
225,4,0,志国,昨天我爸帮你回忆了八十年代今天我们来讲一讲九十年代,0
226,4,1,志国,进入九十年代以后我们国家开始了由计划经济向社会主义市场经济的伟大转折,0
227,4,2,志国,这个转折是由小平同志南巡讲话以后开始的,0
228,4,3,和平,南巡是不是就是去深圳珠海那边儿啊,0
229,4,4,志国,对对和平 你想起来了,0
230,4,5,和平,我可不都想起来了吗,0
231,4,6,和平,我们坐的一趟车呀,1
232,4,7,志国,噢,0
233,4,8,志国,谁跟你坐一趟车呀,1
234,4,9,和平,那我跟谁坐一趟车呀,0
235,4,10,志国,你跟,0
236,4,11,志国,我知道你跟谁坐一趟车呀,1
237,4,12,志国,你那是慰问演出不是一码事儿,0
238,4,13,和平,哎哟我全乱了,0
239,4,14,和平,志国说真的我这几天到底怎么回事儿呀,0
240,4,15,志国,没什么事儿,0
241,4,16,志国,你吧就是病了以后吧有好多事儿一时想不起来了,0
242,4,17,志国,我这是不帮你慢慢回忆呢吗,0
243,4,18,和平,我也觉出来了,0
244,4,19,和平,就我想不起来那些事儿还不止一两年呢吧,0
245,4,20,志国,对 好些年呢,0
246,4,21,和平,好些年,0
247,4,22,和平,好些年那你一个人儿你是怎么过来的呀,1
248,4,23,志国,我一人儿,0
249,4,24,志国,我不是一个人儿啊,1
250,4,25,和平,你不是一个人儿,0
251,4,26,和平,那我明白了,0
252,4,27,和平,那你跟我嫂子你们还好吧,1
253,4,28,志国,我跟你嫂子我什么时候跟你嫂子一块,0
254,4,29,志国,不是和平你千万别信别人的闲话啊,0
255,4,30,志国,你嫂子虽说长得那什么我顶多就是多看她几眼我绝对跟她没,1
256,4,31,志国,不信你问你哥去呀,1
257,4,32,和平,我说的不是我嫂子,0
258,4,33,和平,是我嫂子,1
259,4,34,和平,就是 就是你爱人,1
260,4,35,志国,嗨 我爱人啊不怎么样 哼,0
261,4,36,志国,不瞒你说现在我爱人啊还不认识我呢,1
262,4,37,和平,这么说你还没结婚呐,0
263,4,38,和平,不可能呀,0
264,4,39,和平,就凭你们家这条件你还愁在外边找不着个,0
265,4,40,和平,女朋友,1
266,4,41,志国,在外边找女朋友,0
267,4,42,志国,找倒是能找着我也得敢哪我,1
268,4,43,志国,和平啊其实咱俩吧都已经啊,0
269,4,44,志国,原先啊后来,0
270,4,45,志国,你就说你现在乐意不乐意吧,1
271,4,46,和平,哎呀 那是人家一辈子的大事人还不得考虑考虑呀,1
272,4,47,志国,这还有什么可考虑的呀,0
273,4,48,志国,让人家听着都新鲜,1
274,4,49,和平,谈恋爱谈恋爱嘛那不谈那怎么爱呀,1
275,4,50,志国,我当时谈得还少哇我,1
276,4,51,志国,得算我倒霉我还得费道手,1
277,4,52,志国,和平,0
278,4,53,和平,嗯,1
279,5,0,志新,谁大早上起来这么讨厌呢？,0
280,5,1,和平,赶紧的两位公安局的同志要找你,0
281,5,2,和平,兄弟你多保重吧我给你归置东西去,1
282,5,3,志新,那什么，来了哈？女警察,0
283,5,4,刑警小段男,你就是贾志新？,0
284,5,5,志新,对，对，对,0
285,5,6,刑警小段男,坐下吧,0
286,5,7,志新,不用，不用，不用谢谢，谢谢,0
287,5,8,志新,您老，二位也，也坐着呢,0
288,5,9,志新,那苏局长，好吧？老没见他了,1
289,5,10,志新,王处长该退了吧？刑警队大李我也熟都,1
290,5,11,志新,你们都，都，都，都忙，是吧？,0
291,5,12,志新,有你们为四化保驾护航，我就放心了,1
292,5,13,刑警小段男,你对我们放心，我们对你可是不大放心,0
293,5,14,志新,什么话？信不过我？,0
294,5,15,志新,警民一家人嘛你瞧你，不是一家人，你不入一家门儿,0
295,5,16,志新,你们这大老远来的，我也不会招待个人儿那什么，小张儿沏茶，上烟，拿瓜子儿，剥糖，切西瓜,0
296,5,17,刑警小段男,回来,0
297,5,18,刑警小段男,我们又不是来做客的，用不着这么瞎忙活,1
298,5,19,刑警小段男,我看你把我们想知道的说出来，比什么都强,0
299,5,20,志新,没问题您想知道什么？,0
300,5,21,志新,别的本事没有，帮您破个案我倒还富裕,0
301,5,22,刑警小段男,那好，那先把你的BP机拿出来，给我们看看,0
302,5,23,志新,这个，满大街都是啊这个，您看,0
303,5,24,志新,您慢点儿，您别给我鼓捣坏喽,0
304,5,25,刑警小宋女,就是这个,0
305,5,26,刑警小段男,这机器是你的吗？,0
306,5,27,志新,多新鲜呀，不是我的还是，您的？,0
307,5,28,刑警小段男,你哪儿来的？,0
308,5,29,志新,买的呀,0
309,5,30,志新,我，现在我可不会攒这个啊，多复杂呀，您看,1
310,5,31,刑警小段男,买的？在哪儿买的？什么时候买的？,0
311,5,32,志新,这个，我忘了,0
312,5,33,刑警小段男,忘了？我就帮你回忆一下,0
313,5,34,刑警小段男,这个机子，3月18号，就卖出去了可是买主，不姓贾，姓李,0
314,5,35,志新,对呀，它不就，倒着倒着，就倒到我这儿来了嘛,0
315,5,36,刑警小段男,你说，前天上午11点至11点半之间，你在什么地方？,0
316,5,37,志新,我在银河公司胡总那儿玩拱猪,1
317,5,38,志新,我那叫背呦，那天我跟您说，我的天呦,0
318,5,39,刑警小段男,在这期间，这个BP机的主人，在家遭到了抢劫他本人的头部，挨了一砖头,0
319,5,40,刑警小宋女,又挨了一闷棍,1
320,5,41,刑警小段男,又挨了一榔头,1
321,5,42,刑警小宋女,又挨了一斧子,1
322,5,43,志新,别，别，别，别挨了那脑袋还能要吗？,1
323,5,44,刑警小段男,现在事主，正在医院抢救，尚未脱离危险而本案最大的嫌疑犯，就是你,0
324,5,45,志新,凭什么呀？就因为他这BP机，在，在我，,0
325,5,46,刑警小段男,说吧,0
326,5,47,志新,看来我不坦白，这关是真过不去了,0
327,5,48,志新,我，真为我自己所犯的错误，深感痛心痛心,0
328,5,49,刑警小段男,你先别忙着痛心呢，先说说这BP机的来路,0
329,5,50,志新,这BP机，确实不是我买的它是我昨天晚上在外边儿,0
330,5,51,志新,捡的,0
331,6,0,志国,爸，都快十点了，您还不睡觉去呀？,0
332,6,1,志国,这有什么看头儿？这破电视剧,0
333,6,2,傅明,艺术质量是差一些思想意义还是有的嘛,0
334,6,3,傅明,最适合你们这个年轻人了，这种普法教育的节目,0
335,6,4,傅明,特别是，像志新那号儿的,1
336,6,5,志新,爸您以后有什么话，最好当面儿说,0
337,6,6,志新,您要老这么背后夸我，我也不知道您夸到点儿上没有？,1
338,6,7,志国,谁夸你呢？快坐下，接受普法教育,0
339,6,8,志国,和平，走，咱们回屋讨论去,0
340,6,9,志新,别走，别走，都别动啊，别走,0
341,6,10,和平,干嘛呀？,0
342,6,11,志新,我还接受普法教育？我给你们上课都有富裕,0
343,6,12,志新,看了半天，挺累的我奖励奖励你们,0
344,6,13,和平,什么呀这是？,0
345,6,14,志新,嫂子这衣服，送给你,0
346,6,15,和平,给我了这个？,0
347,6,16,志新,那谁，你不嫌花哨，你就穿上,0
348,6,17,志国,不花，不花,0
349,6,18,志新,还有给小张儿，圆圆，包括圆圆她姥姥的都拿着,0
350,6,19,和平,真合适，这衣裳,0
351,6,20,志新,还有两条真丝裤衩儿爸，您穿里边儿，谁也看不见,1
352,6,21,傅明,我们老同志怎么可以穿这个呢？真是,1
353,6,22,和平,志新，这衣裳哪儿来的呀？,0
354,6,23,志新,一个女朋友送的礼,0
355,6,24,和平,这女朋友够大方的这还没见过面儿呢，就送这么些礼这要见着面儿了，那，那不定得送什么呢？,0
356,6,25,和平,叫过来我们见见？,0
357,6,26,志新,你瞧，你瞧你，这么点儿东西就把你给收买了人家做生意的，这都不叫东西,0
358,6,27,志新,真没见过钱,0
359,6,28,和平,我是没见过钱我就知道，兹是做生意的就比你有钱,0
360,6,29,志新,我没钱？,0
361,6,30,志新,买的,0
362,6,31,和平,玩具BP机，一点儿用没有,0
363,6,32,志国,不会一点儿用没有吧？那要是，BP机型的打火机那得好几块钱一个呢,1
364,6,33,志新,挤兑谁呢这是？真家伙，看见没有？汉显,0
365,6,34,志新,5247711呼8829不信你呼一我试试什么字都能显示出来,0
366,6,35,志国,行啊，志新这回，这女朋友算是挑准了？,0
367,6,36,志新,也没最后定,0
368,6,37,志新,不过，我考虑她又好看，又有钱,0
369,6,38,傅明,有钱怎么样？好看又怎么样？,0
370,6,39,傅明,找对象嘛我看，还是得坚持，政治第一的标准关键，得人品好,0
371,6,40,志新,爸您连人都没见着，您怎么知道人，人品不好啊？,0
372,6,41,志新,响啦你瞧瞧你瞧瞧这清楚,0
373,6,42,志新,贾志新先生请速给366579回电，和,0
374,6,43,志新,谁呀，这是？3665，,0
375,6,44,志新,这不是咱家电话吗？,1
376,7,0,和平,我觉着能成,0
377,7,1,志国,我觉着不成,0
378,7,2,和平,我就觉着能成！,0
379,7,3,志国,我就觉着不成！,0
380,7,4,和平,嘿你怎么知道不成啊？,0
381,7,5,志国,那你怎么知道能成啊？,0
382,7,6,和平,你这人怎么这么较真儿啊,0
383,7,7,志国,你这人怎么,0
384,7,8,和平,爸爸爸爸您这是要干嘛啊，您这是要给我们开课呀,0
385,7,9,志国,真是,0
386,7,10,傅明,留言嘛，以后有什么事情都可以写在黑板上啦,0
387,7,11,志国,您买块儿小黑板不得了么，买这么大的,0
388,7,12,傅明,大的小的价钱都差不多，我何必不买大的呢,1
389,7,13,志国,爸您这不是财迷嘛,1
390,7,14,志国,好比您穿41号鞋到商店里一打听，61号也这价钱,1
391,7,15,志国,您来双61号的,1
392,7,16,志国,穆铁柱穿着倒合适了您穿的了么？,1
393,7,17,和平,有你这么说咱爸的么？,0
394,7,18,志国,怎么啦？,0
395,7,19,和平,鞋跟黑板是一回事儿嘛？,0
396,7,20,志国,那怎么不是一回事儿？,0
397,7,21,和平,黑板大点儿就是好,0
398,7,22,志国,怎么好？,0
399,7,23,和平,大有大的用处,0
400,7,24,志国,什么用处啊？,0
401,7,25,和平,什么用处啊？,1
402,7,26,傅明,啊可以多写字嘛,1
403,7,27,和平,哎，可以多写字嘛！,0
404,7,28,志国,写什么呀？回来不回来等我不等我，写一黑板？,1
405,7,29,和平,写一黑板？,1
406,7,30,傅明,可以写一些别的事情嘛,0
407,7,31,傅明,比如说天气预报啊重要新闻啊，写在黑板上大家心中都有数,0
408,7,32,和平,唉心中有数，,0
409,7,33,和平,爸有广播有电视用您写呀还？,1
410,7,34,傅明,这个，可以加深印象啊,1
411,7,35,和平,您呐，干脆挨咱们家办个黑板报得了,0
412,7,36,傅明,你这个话倒是提醒了我,0
413,7,37,傅明,这么大一块闲着也是闲着我们干脆就办它一个黑板报,0
414,7,38,傅明,表扬好人好事  批评坏人坏事,1
415,7,39,傅明,这个舆论导向是很重要地,1
416,7,40,志国,您跟自己家办黑板报,0
417,7,41,志国,不是吃多了您就是喝多了,1
418,8,0,傅明,吴老师到底是怎么说的你一点别走样儿再给我学一遍,1
419,8,1,保姆小桂,爷爷你老让俺学俺又学不像就是今天早晨在农贸市场她从这边儿来俺从这边儿她先问你爷爷在不在家呀她还说马上就到咱家来,0
420,8,2,傅明,马上,1
421,8,3,和平,爸 你怎么啦,1
422,8,4,傅明,没什么 我就是身体不大好,1
423,8,5,和平,您身体要是不好您就不必出席啦我们就帮您一定招待好客人吧,1
424,8,6,志国,和平你就别开玩笑了,0
425,8,7,傅明,我考虑我还是坚持出席一下吧你们赶紧赶紧把这个屋子都收拾收拾我去换件衣服,1
426,8,8,和平,赶紧赶紧,0
427,8,9,傅明,人说山西——,1
428,9,0,气功大师,傅伯伯，我跟您说实话吧我压根就不是大师，更不是什么神人我跟志新是哥们儿,0
429,9,1,气功大师,志新说您老人家练功走火了让我来帮帮您的忙,0
430,9,2,气功大师,我是搞新闻的，当记者。这些年接触的练功的人多知道一些呢玩儿气功的人玩的把戏,0
431,9,3,气功大师,我也练功啊，要我说气功啊它是老祖宗留给咱们的宝贝强身健体确有好处对不对大家没有第二句话,0
432,9,4,气功大师,问题是您老人家这样一把年纪您还去追求那些虚无缥缈荒唐的什么神功异能您落个身体弄成这样儿，这事儿划的来么？,0
433,9,5,和平,那您刚才那些劈砖头什么的怎么的？,0
434,9,6,气功大师,这典型的就叫眼见并不为实您看我把这砖头给卒瓦了其实啊这砖头啊，是叫这块铁毡板给硌碎的,0
435,9,7,气功大师,要是没这个机关，这块砖放到这儿多大的劲儿你也劈不开,0
436,9,8,气功大师,这用不着气功这压根用不着什么气功，志新你练一个给他们看看,0
437,9,9,气功大师,知道窍门都可以外行看热闹，内行看门道。,0
438,9,10,志新,上眼啊！,0
439,9,11,和平,可以啊你，那那那电扇怎么弄的呀？,0
440,9,12,气功大师,电扇呢更简单，您把手伸进去只有一个摩擦力根本就切不着，不过，需要点胆量倒是真的,0
441,9,13,气功大师,您那儿不行啊，您得转过来反面有危险，正面儿，我保证您没事儿,0
442,9,14,气功大师,您试试，开开，您试试开个慢档,0
443,9,15,和平,那那那您那盆怎么弄的呀？,0
444,9,16,气功大师,这个盆呀，全部的神功都在这个小东西的上面,0
445,9,17,气功大师,简单说吧，技巧，加胆量，谁都可以跟气功没关系，包括刚才我虚张声势给您老人家发功压根儿也没有什么外气，我不过是运用心理学上的心理暗示疗法,0
446,9,18,气功大师,根本就没有外气发出去,0
447,9,19,傅明,没关系，真得感谢你呀，,1
448,9,20,傅明,司马同志，你不但治好了我的疾病还治好了我的心病，做为一个老同志,0
449,9,21,傅明,临了临了竟然，教训啊真是惨痛的教训,1
450,9,22,志新,没事儿爸，知错就改还是好同志嘛！,0
451,9,23,气功大师,那我告辞了，傅伯伯,0
452,9,24,傅明,以后常来----切磋，,0
453,10,0,傅明,趁现在大家都在我想把上个星期那件事情再向大家解释一下,0
454,10,1,小凡,累不累呀您看着好好的电视呢,0
455,10,2,志新,我说您刚消停了一个星期怎么茬儿？想翻案啊,1
456,10,3,傅明,翻什么案有错误就检查有缺点就改正这是我们家一贯的传统嘛,0
457,10,4,和平,爸对呀对呀那您就赶紧踏踏实实瞅电视吧,0
458,10,5,傅明,可现在的问题是，,0
459,10,6,和平,爸，干嘛呀您？,0
460,10,7,傅明,我有错误难道你们就没有错误吗？,0
461,10,8,志国,您这是什么意思呀您这是？,0
462,10,9,傅明,什么意思？你以为我这个星期光在考虑我自己的问题,0
463,10,10,傅明,非也,1
464,10,11,傅明,我把你们每一个人的问题都考虑了一遍,0
